instance,algo,param_set,seed,HV,IGD,time,evals
M,NSGA2,3,19,56446.71742384775,0.3192090802741107,35.56724047660828,50000
M,NSGA2,3,20,17533.18328484805,0.9770742299550146,35.75428032875061,50000
M,SPEA2,1,1,20062.391051622457,0.9093882700908618,22.116389989852905,48000
M,SPEA2,1,2,16110.201271412656,0.9732039851115564,21.83150339126587,48000
M,SPEA2,1,3,17201.683132068585,0.8955402501818326,21.87796115875244,48000
M,SPEA2,1,4,12876.383595032616,0.9293381446329314,21.582369089126587,48000
M,SPEA2,1,5,15685.55492693867,0.9554953021278836,21.24006128311157,48000
M,SPEA2,1,6,13835.573930463106,0.9982712957733574,22.809847116470337,48000
M,SPEA2,1,7,21111.927844215,0.832439917512052,21.3845283985138,48000
M,SPEA2,1,8,47433.373557732986,0.2945115048037439,21.42303371429444,48000
M,SPEA2,1,9,15607.511353189244,0.9295677713164304,21.308234214782715,48000
M,SPEA2,1,10,17355.10122970614,0.9556434331200097,21.27711272239685,48000
M,SPEA2,1,11,58080.89897693088,0.2935222794794352,21.850091457366943,48000
M,SPEA2,1,12,19946.364203839217,0.8695782504905794,21.172276496887207,48000
M,SPEA2,1,13,15385.693599694134,0.939528708169464,21.435280323028564,48000
M,SPEA2,1,14,15618.916093496531,0.8539812720262113,21.45282292366028,48000
M,SPEA2,1,15,12056.794781146617,1.007208056981975,21.254372119903564,48000
M,SPEA2,1,16,39454.224500303,0.5688645987090393,21.39992833137512,48000
M,SPEA2,1,17,22922.698597008824,0.8488967135456622,21.19407677650452,48000
M,SPEA2,1,18,18052.28080168663,0.8285755287213948,21.061542510986328,48000
M,SPEA2,1,19,26674.380106589324,0.8357566278894886,21.09485960006714,48000
M,SPEA2,1,20,22709.2735729287,0.7604987221155247,21.487208127975464,48000
M,SPEA2,2,1,18070.067245730872,0.8905925441720108,20.57848882675171,48000
M,SPEA2,2,2,14675.529899708305,1.011109904337254,20.27323198318481,48000
M,SPEA2,2,3,47280.777985115164,0.4526347656738932,20.472894191741943,48000
M,SPEA2,2,4,19622.333653182784,0.8653208730718529,20.23104786872864,48000
M,SPEA2,2,5,18551.7745461659,0.9586603753629828,20.464452981948853,48000
M,SPEA2,2,6,30831.4011754576,0.75622506252661,21.01912307739257,48000
M,SPEA2,2,7,30515.100378300773,0.7471897965742792,20.42509388923645,48000
M,SPEA2,2,8,43736.76104560903,0.4737766919284381,20.7096004486084,48000
M,SPEA2,2,9,64943.86822382419,0.1745919833801957,20.21350574493408,48000
M,SPEA2,2,10,15922.514787447368,0.8840941788102579,20.208675622940063,48000
M,SPEA2,2,11,16270.01136930962,1.0029272143281205,20.32453417778015,48000
M,SPEA2,2,12,19799.918435701467,0.845860529745813,20.177212953567505,48000
M,SPEA2,2,13,13348.51554935978,0.9048190850218858,20.17604732513428,48000
M,SPEA2,2,14,21275.79494796709,0.8769087139353505,20.21829462051392,48000
M,SPEA2,2,15,20884.412210391994,0.8693029885223622,20.18428874015808,48000
M,SPEA2,2,16,16690.063636997373,1.009598393064583,20.334885358810425,48000
M,SPEA2,2,17,62416.97174706288,0.1778920193083356,20.467113971710205,48000
M,SPEA2,2,18,18966.39810814036,0.8584901659008364,20.345749139785767,48000
M,SPEA2,2,19,46881.92345413367,0.4514342597485732,20.25692367553711,48000
M,SPEA2,2,20,13791.432902211282,0.9446410059748784,20.66739106178284,48000
M,SPEA2,3,1,41908.58317280296,0.6613920463990561,23.58650040626526,50000
M,SPEA2,3,2,21063.042820023293,0.9284050119188736,23.63005757331848,50000
M,SPEA2,3,3,34170.80389164331,0.7775748255842659,23.565269470214844,50000
M,SPEA2,3,4,60692.16360894938,0.3442524684955457,23.678935766220093,50000
M,SPEA2,3,5,17727.75236772309,0.9032807766827188,23.682093620300293,50000
M,SPEA2,3,6,67240.64569525832,0.1707465972594857,23.55014729499817,50000
M,SPEA2,3,7,58295.92938611389,0.4255869579594539,23.61048126220703,50000
M,SPEA2,3,8,18780.66913678842,0.9108376089672242,23.691820859909058,50000
M,SPEA2,3,9,63297.63794637761,0.268159087699425,23.785749912261963,50000
M,SPEA2,3,10,30746.48577771256,0.7858410953838806,23.49731945991516,50000
M,SPEA2,3,11,64348.94963355993,0.2632373802833893,23.58152198791504,50000
M,SPEA2,3,12,16200.714485006893,0.9966607287918762,23.55221033096313,50000
M,SPEA2,3,13,22974.301266325947,1.0209144803262593,24.26712703704834,50000
M,SPEA2,3,14,16515.64429795347,0.9508146622836527,23.51260471343994,50000
M,SPEA2,3,15,57617.19418687062,0.3961078765408423,24.069551467895508,50000
M,SPEA2,3,16,18971.916816389217,0.9424558255242214,23.54834747314453,50000
M,SPEA2,3,17,43407.78438223175,0.4901193816515735,23.633903980255127,50000
M,SPEA2,3,18,17684.578618265983,0.9333061585768152,23.598241090774536,50000
M,SPEA2,3,19,49580.83246627397,0.5076981884605622,23.83306288719177,50000
M,SPEA2,3,20,18970.12841412441,0.9598245452704808,23.7704119682312,50000
L,NSGA2,1,1,972163.0249801844,0.0,42.5796172618866,48000
L,NSGA2,1,2,602123.4936664682,0.6674317101277546,43.219958782196045,48000
L,NSGA2,1,3,634585.8298800972,0.5867247801238313,43.36880493164063,48000
L,NSGA2,1,4,561224.1885385108,0.7976543622903497,42.2408754825592,48000
L,NSGA2,1,5,703873.7055562935,0.4314507625657123,42.33414936065674,48000
L,NSGA2,1,6,401434.2806421249,0.9645402157073631,42.19504618644714,48000
L,NSGA2,1,7,729096.5311215887,0.4110429961147153,42.53224301338196,48000
L,NSGA2,1,8,500862.15776417736,0.7975578092526193,42.28923058509827,48000
L,NSGA2,1,9,641476.1159046658,0.5499466251218612,42.35871720314026,48000
L,NSGA2,1,10,700770.6065678053,0.4382345026379252,42.78253078460693,48000
L,NSGA2,1,11,631819.1431013786,0.5189852566767023,42.26143383979797,48000
L,NSGA2,1,12,622357.6526232454,0.6110972973731787,43.2666084766388,48000
L,NSGA2,1,13,581673.3190797912,0.7262780638915054,42.554691553115845,48000
L,NSGA2,1,14,488862.8797047279,0.8937492639403973,42.32636189460754,48000
L,NSGA2,1,15,621962.9892464573,0.6164087399076975,42.37448501586914,48000
L,NSGA2,1,16,522776.23433771497,0.8037032144912114,42.36759901046753,48000
L,NSGA2,1,17,614837.9043821924,0.5768637623716726,42.93806314468384,48000
L,NSGA2,1,18,563692.8944025065,0.6854203398436385,42.539597511291504,48000
L,NSGA2,1,19,618425.3065123325,0.6066590357687789,42.7357702255249,48000
L,NSGA2,1,20,469504.3242058346,0.8983233222517815,42.32956314086914,48000
L,NSGA2,2,1,512716.3105408892,0.8382497172708523,42.88890743255615,48000
L,NSGA2,2,2,588627.1372446876,0.6604177466782998,43.21904277801514,48000
L,NSGA2,2,3,559796.7338958093,0.7742783385442192,43.1328821182251,48000
L,NSGA2,2,4,656915.5631150136,0.6039396311381542,43.49486827850342,48000
L,NSGA2,2,5,606755.3776516863,0.7273660242921277,43.03778290748596,48000
L,NSGA2,2,6,558492.0724953545,0.7302937988229069,43.287965297698975,48000
L,NSGA2,2,7,653502.7753149011,0.6916763024100762,43.15575122833252,48000
L,NSGA2,2,8,493218.0487122864,0.8962751033172228,43.179682970047,48000
L,NSGA2,2,9,721615.1783428399,0.4530737010945203,43.22503185272217,48000
L,NSGA2,2,10,710999.810389272,0.5013341354696049,43.74474787712097,48000
L,NSGA2,2,11,687489.1945560735,0.4736101674458102,42.97269010543823,48000
L,NSGA2,2,12,875483.8195065588,0.1756527195461314,43.51250338554382,48000
L,NSGA2,2,13,579196.8919976557,0.760625095793743,43.49152970314026,48000
L,NSGA2,2,14,960503.247125078,0.0123301456188507,43.00338697433472,48000
L,NSGA2,2,15,613615.916451901,0.6092479473485448,43.17961812019348,48000
L,NSGA2,2,16,466926.7460193412,1.0017726082463392,43.05397605895996,48000
L,NSGA2,2,17,601417.7475250654,0.641549070239245,43.40901875495911,48000
L,NSGA2,2,18,710540.1130231248,0.4632796820048611,43.17056894302368,48000
L,NSGA2,2,19,662618.8629933172,0.4956954550349216,43.282159090042114,48000
L,NSGA2,2,20,778272.2636046327,0.3226079559460302,43.27892184257507,48000
L,NSGA2,3,1,730217.6433757233,0.2574630481262911,53.39729905128479,50000
L,NSGA2,3,2,619408.9572689701,0.5536842851899002,53.08700847625733,50000
L,NSGA2,3,3,549742.282542393,0.8281957163330043,52.988778829574585,50000
L,NSGA2,3,4,657048.8541521422,0.5138113132549516,53.02807641029358,50000
L,NSGA2,3,5,668159.8888177165,0.4723720210530998,52.962297201156616,50000
L,NSGA2,3,6,633358.4364828143,0.616338316216825,53.007795095443726,50000
L,NSGA2,3,7,603424.15412457,0.6750812535558068,52.407960176467896,50000
L,NSGA2,3,8,631618.7080686396,0.6370871742088535,52.43179202079773,50000
L,NSGA2,3,9,651254.7383124428,0.5354077046327007,52.34980821609497,50000
L,NSGA2,3,10,756661.0003696358,0.3771215961706676,53.27499508857727,50000
L,NSGA2,3,11,783039.7424667347,0.1755546411993163,52.723164558410645,50000
L,NSGA2,3,12,669840.5460695816,0.4570610331491532,53.108219385147095,50000
L,NSGA2,3,13,762254.4449888837,0.1742816564754786,52.86117100715637,50000
L,NSGA2,3,14,618958.7596983865,0.6188622433236627,112.01728129386902,50000
L,NSGA2,3,15,626927.5657977466,0.5986530539567261,124.34186124801636,50000
L,NSGA2,3,16,665853.0319682969,0.4994021115433701,124.08267831802368,50000
L,NSGA2,3,17,630750.773048857,0.5241893413299239,123.30972981452942,50000
L,NSGA2,3,18,655671.8110236214,0.5072372866180918,125.4535949230194,50000
L,NSGA2,3,19,610652.2816757645,0.563952210703794,123.91809296607973,50000
L,NSGA2,3,20,720125.38653708,0.2987118641728832,123.42256116867064,50000
L,SPEA2,1,1,625185.0118649199,0.5591572947079185,93.26614165306091,48000
L,SPEA2,1,2,435376.96864523966,0.9364005381519892,93.28473377227785,48000
L,SPEA2,1,3,546241.4938485412,0.7847040758275353,93.60034608840942,48000
L,SPEA2,1,4,548973.9482370316,0.7374891209240604,102.0900583267212,48000
L,SPEA2,1,5,644051.3140204912,0.5803391595773624,107.22680377960204,48000
L,SPEA2,1,6,663154.0790317578,0.64606004645848,109.97228765487672,48000
L,SPEA2,1,7,516652.4666464218,0.7931971899383973,106.04802322387695,48000
L,SPEA2,1,8,654883.356723389,0.5740850919846419,103.41376566886902,48000
L,SPEA2,1,9,581692.353825802,0.7422587162064018,109.32322788238524,48000
L,SPEA2,1,10,722941.2759147588,0.4690841726838632,101.75458312034608,48000
L,SPEA2,1,11,469221.13050469966,0.9653029828676232,109.04429125785828,48000
L,SPEA2,1,12,470069.2191395242,0.8101562734229975,102.9295060634613,48000
L,SPEA2,1,13,680896.6239157122,0.5059627046207277,97.85607647895812,48000
L,SPEA2,1,14,793811.9947951906,0.3131756365451174,104.75512313842772,48000
L,SPEA2,1,15,702752.8548968338,0.3847830644978953,103.78200936317444,48000
L,SPEA2,1,16,690783.8980470629,0.4533072129599202,104.6178982257843,48000
L,SPEA2,1,17,637542.821441827,0.5431449306098548,104.34349703788756,48000
L,SPEA2,1,18,603094.3499513624,0.5545467152625518,106.54487538337708,48000
L,SPEA2,1,19,565449.0291119198,0.7004177868048764,109.87670826911926,48000
L,SPEA2,1,20,647333.1342149863,0.5768456844154639,106.37933945655824,48000
L,SPEA2,2,1,691717.5213678592,0.453903120084233,106.75467038154602,48000
L,SPEA2,2,2,545810.2204569434,0.7139991822992295,106.62334275245668,48000
L,SPEA2,2,3,469608.5489872746,0.909250945671735,105.99034261703493,48000
L,SPEA2,2,4,587993.3323997797,0.7062504752329734,102.74118518829346,48000
L,SPEA2,2,5,571396.5949515501,0.7858853734119238,105.37518620491028,48000
L,SPEA2,2,6,435517.3696094048,0.9295624174112154,107.43419528007507,48000
L,SPEA2,2,7,588079.6714530314,0.7125510464169521,105.60467433929443,48000
L,SPEA2,2,8,575890.1544238842,0.740808776162466,99.052344083786,48000
L,SPEA2,2,9,516934.95371103374,0.7986914704471773,100.82857251167296,48000
L,SPEA2,2,10,566964.078994684,0.7810072971486836,102.75578474998474,48000
L,SPEA2,2,11,491933.89833572425,0.8649406839770896,91.64556813240053,48000
L,SPEA2,2,12,592370.0142576367,0.8035027225427748,156.5046260356903,48000
L,SPEA2,2,13,629178.1219759816,0.6291366715085078,91.5750880241394,48000
L,SPEA2,2,14,579166.5765461235,0.645066953589612,91.51038479804993,48000
L,SPEA2,2,15,564461.550492065,0.7557362802374922,91.22789001464844,48000
L,SPEA2,2,16,646330.8255234042,0.5965855671629513,90.73017573356628,48000
L,SPEA2,2,17,565452.0386886247,0.7273600466700991,176.72366976737976,48000
L,SPEA2,2,18,645154.0825121767,0.6249476689038225,91.26986789703368,48000
L,SPEA2,2,19,576222.710819973,0.7365090621728845,92.16001844406128,48000
L,SPEA2,2,20,615726.035816574,0.7852740774124624,91.04647183418274,48000
L,SPEA2,3,1,551875.3874266861,0.8184814234936952,102.56377840042114,50000
L,SPEA2,3,2,492245.4080178641,0.9807162906176292,103.16625833511353,50000
L,SPEA2,3,3,837705.1245532968,0.0133760301355776,102.51501178741456,50000
L,SPEA2,3,4,611120.7956018447,0.6677705665578104,104.2154381275177,50000
L,SPEA2,3,5,690563.5084871562,0.442978391356452,103.23573160171507,50000
L,SPEA2,3,6,623034.3414446143,0.594643120413315,104.7647979259491,50000
L,SPEA2,3,7,769769.3195523418,0.1000740069840343,102.90493774414062,50000
L,SPEA2,3,8,632994.8682806435,0.5383099429632704,103.09814167022704,50000
L,SPEA2,3,9,607636.573895381,0.6449176544068554,103.8437569141388,50000
L,SPEA2,3,10,619727.4370074442,0.6141737502664447,103.87671899795532,50000
