instance,algo,param_set,seed,HV,IGD,time,evals
M,NSGA2,2,20,32441.182265796295,,26.839454174041748,
M,NSGA2,3,1,47758.90524984194,,35.71527028083801,
M,NSGA2,3,2,23171.369093210444,,35.002525329589844,
M,NSGA2,3,3,61394.68553948637,,34.69000172615051,
M,NSGA2,3,4,57425.84318861826,,34.521257400512695,
M,NSGA2,3,5,81455.525296868,,34.8364155292511,
M,NSGA2,3,6,58687.03893421282,,35.024558305740356,
M,NSGA2,3,7,48440.766463360516,,34.967501163482666,
M,NSGA2,3,8,58625.67907059361,,34.25061225891113,
M,NSGA2,3,9,59275.747515785166,,34.001842975616455,
M,NSGA2,3,10,17831.912231226655,,36.05451202392578,
M,NSGA2,3,11,45523.67904989961,,34.38619136810303,
M,NSGA2,3,12,45684.88443414769,,34.4927282333374,
M,NSGA2,3,13,63770.04013234018,,34.93874645233154,
M,NSGA2,3,14,48837.66834329628,,34.18355417251587,
M,NSGA2,3,15,76157.72364616199,,33.67220401763916,
M,NSGA2,3,16,60253.62507782251,,34.385295152664185,
M,NSGA2,3,17,57435.74338007475,,34.28574848175049,
M,NSGA2,3,18,61045.858683119855,,34.23980140686035,
M,NSGA2,3,19,56446.71742384775,,35.567240476608276,
M,NSGA2,3,20,17533.18328484805,,35.75428032875061,
M,SPEA2,1,1,20062.391051622457,,22.116389989852905,
M,SPEA2,1,2,16110.201271412656,,21.83150339126587,
M,SPEA2,1,3,17201.683132068585,,21.87796115875244,
M,SPEA2,1,4,12876.383595032617,,21.582369089126587,
M,SPEA2,1,5,15685.55492693867,,21.240061283111572,
M,SPEA2,1,6,13835.573930463106,,22.809847116470337,
M,SPEA2,1,7,21111.927844215,,21.384528398513794,
M,SPEA2,1,8,47433.373557732986,,21.423033714294434,
M,SPEA2,1,9,15607.511353189244,,21.308234214782715,
M,SPEA2,1,10,17355.10122970614,,21.27711272239685,
M,SPEA2,1,11,58080.89897693088,,21.850091457366943,
M,SPEA2,1,12,19946.364203839217,,21.172276496887207,
M,SPEA2,1,13,15385.693599694134,,21.435280323028564,
M,SPEA2,1,14,15618.916093496531,,21.45282292366028,
M,SPEA2,1,15,12056.794781146615,,21.254372119903564,
M,SPEA2,1,16,39454.224500303,,21.399928331375122,
M,SPEA2,1,17,22922.698597008824,,21.194076776504517,
M,SPEA2,1,18,18052.28080168663,,21.061542510986328,
M,SPEA2,1,19,26674.380106589324,,21.09485960006714,
M,SPEA2,1,20,22709.2735729287,,21.487208127975464,
M,SPEA2,2,1,18070.067245730872,,20.57848882675171,
M,SPEA2,2,2,14675.529899708303,,20.273231983184814,
M,SPEA2,2,3,47280.777985115164,,20.472894191741943,
M,SPEA2,2,4,19622.333653182784,,20.231047868728638,
M,SPEA2,2,5,18551.7745461659,,20.464452981948853,
M,SPEA2,2,6,30831.4011754576,,21.019123077392578,
M,SPEA2,2,7,30515.100378300773,,20.42509388923645,
M,SPEA2,2,8,43736.76104560903,,20.7096004486084,
M,SPEA2,2,9,64943.86822382419,,20.213505744934082,
M,SPEA2,2,10,15922.514787447368,,20.208675622940063,
M,SPEA2,2,11,16270.011369309621,,20.32453417778015,
M,SPEA2,2,12,19799.918435701467,,20.177212953567505,
M,SPEA2,2,13,13348.51554935978,,20.176047325134277,
M,SPEA2,2,14,21275.794947967086,,20.218294620513916,
M,SPEA2,2,15,20884.412210391994,,20.18428874015808,
M,SPEA2,2,16,16690.063636997373,,20.334885358810425,
M,SPEA2,2,17,62416.97174706288,,20.467113971710205,
M,SPEA2,2,18,18966.39810814036,,20.345749139785767,
M,SPEA2,2,19,46881.92345413367,,20.25692367553711,
M,SPEA2,2,20,13791.432902211282,,20.667391061782837,
M,SPEA2,3,1,41908.58317280296,,23.58650040626526,
M,SPEA2,3,2,21063.042820023293,,23.63005757331848,
M,SPEA2,3,3,34170.80389164331,,23.565269470214844,
M,SPEA2,3,4,60692.163608949384,,23.678935766220093,
M,SPEA2,3,5,17727.75236772309,,23.682093620300293,
M,SPEA2,3,6,67240.64569525832,,23.55014729499817,
M,SPEA2,3,7,58295.929386113894,,23.61048126220703,
M,SPEA2,3,8,18780.66913678842,,23.691820859909058,
M,SPEA2,3,9,63297.63794637761,,23.785749912261963,
M,SPEA2,3,10,30746.48577771256,,23.49731945991516,
M,SPEA2,3,11,64348.94963355993,,23.58152198791504,
M,SPEA2,3,12,16200.714485006893,,23.552210330963135,
M,SPEA2,3,13,22974.301266325947,,24.26712703704834,
M,SPEA2,3,14,16515.64429795347,,23.51260471343994,
M,SPEA2,3,15,57617.19418687062,,24.069551467895508,
M,SPEA2,3,16,18971.916816389217,,23.54834747314453,
M,SPEA2,3,17,43407.78438223175,,23.633903980255127,
M,SPEA2,3,18,17684.578618265983,,23.598241090774536,
M,SPEA2,3,19,49580.83246627397,,23.833062887191772,
M,SPEA2,3,20,18970.128414124414,,23.7704119682312,
L,NSGA2,1,1,972163.0249801844,,42.5796172618866,
L,NSGA2,1,2,602123.4936664682,,43.219958782196045,
L,NSGA2,1,3,634585.8298800972,,43.368804931640625,
L,NSGA2,1,4,561224.1885385108,,42.240875482559204,
L,NSGA2,1,5,703873.7055562935,,42.33414936065674,
L,NSGA2,1,6,401434.2806421249,,42.195046186447144,
L,NSGA2,1,7,729096.5311215887,,42.53224301338196,
L,NSGA2,1,8,500862.15776417736,,42.28923058509827,
L,NSGA2,1,9,641476.1159046658,,42.35871720314026,
L,NSGA2,1,10,700770.6065678053,,42.782530784606934,
L,NSGA2,1,11,631819.1431013786,,42.261433839797974,
L,NSGA2,1,12,622357.6526232454,,43.266608476638794,
L,NSGA2,1,13,581673.3190797912,,42.554691553115845,
L,NSGA2,1,14,488862.8797047279,,42.326361894607544,
L,NSGA2,1,15,621962.9892464573,,42.37448501586914,
L,NSGA2,1,16,522776.23433771497,,42.36759901046753,
L,NSGA2,1,17,614837.9043821924,,42.93806314468384,
L,NSGA2,1,18,563692.8944025065,,42.539597511291504,
L,NSGA2,1,19,618425.3065123325,,42.7357702255249,
L,NSGA2,1,20,469504.3242058346,,42.32956314086914,
L,NSGA2,2,1,512716.3105408892,,42.88890743255615,
L,NSGA2,2,2,588627.1372446876,,43.21904277801514,
L,NSGA2,2,3,559796.7338958093,,43.1328821182251,
L,NSGA2,2,4,656915.5631150136,,43.49486827850342,
L,NSGA2,2,5,606755.3776516863,,43.03778290748596,
L,NSGA2,2,6,558492.0724953545,,43.287965297698975,
L,NSGA2,2,7,653502.7753149011,,43.15575122833252,
L,NSGA2,2,8,493218.0487122864,,43.179682970047,
L,NSGA2,2,9,721615.1783428399,,43.22503185272217,
L,NSGA2,2,10,710999.810389272,,43.74474787712097,
L,NSGA2,2,11,687489.1945560735,,42.97269010543823,
L,NSGA2,2,12,875483.8195065588,,43.51250338554382,
L,NSGA2,2,13,579196.8919976557,,43.49152970314026,
L,NSGA2,2,14,960503.2471250779,,43.00338697433472,
L,NSGA2,2,15,613615.916451901,,43.17961812019348,
L,NSGA2,2,16,466926.7460193412,,43.05397605895996,
L,NSGA2,2,17,601417.7475250654,,43.409018754959106,
L,NSGA2,2,18,710540.1130231248,,43.17056894302368,
L,NSGA2,2,19,662618.8629933172,,43.282159090042114,
L,NSGA2,2,20,778272.2636046327,,43.27892184257507,
L,NSGA2,3,1,730217.6433757233,,53.39729905128479,
L,NSGA2,3,2,619408.9572689701,,53.087008476257324,
L,NSGA2,3,3,549742.282542393,,52.988778829574585,
L,NSGA2,3,4,657048.8541521422,,53.02807641029358,
L,NSGA2,3,5,668159.8888177165,,52.962297201156616,
L,NSGA2,3,6,633358.4364828143,,53.007795095443726,
L,NSGA2,3,7,603424.15412457,,52.407960176467896,
L,NSGA2,3,8,631618.7080686396,,52.43179202079773,
L,NSGA2,3,9,651254.7383124428,,52.34980821609497,
L,NSGA2,3,10,756661.0003696358,,53.27499508857727,
L,NSGA2,3,11,783039.7424667347,,52.723164558410645,
L,NSGA2,3,12,669840.5460695816,,53.108219385147095,
L,NSGA2,3,13,762254.4449888837,,52.86117100715637,
L,NSGA2,3,14,618958.7596983865,,112.01728129386902,
L,NSGA2,3,15,626927.5657977466,,124.34186124801636,
L,NSGA2,3,16,665853.0319682969,,124.08267831802368,
L,NSGA2,3,17,630750.773048857,,123.30972981452942,
L,NSGA2,3,18,655671.8110236214,,125.45359492301941,
L,NSGA2,3,19,610652.2816757645,,123.91809296607971,
L,NSGA2,3,20,720125.38653708,,123.42256116867065,
L,SPEA2,1,1,625185.0118649199,,93.26614165306091,
L,SPEA2,1,2,435376.96864523966,,93.28473377227783,
L,SPEA2,1,3,546241.4938485412,,93.60034608840942,
L,SPEA2,1,4,548973.9482370316,,102.09005832672119,
L,SPEA2,1,5,644051.3140204912,,107.22680377960205,
L,SPEA2,1,6,663154.0790317578,,109.97228765487671,
L,SPEA2,1,7,516652.4666464218,,106.04802322387695,
L,SPEA2,1,8,654883.356723389,,103.41376566886902,
L,SPEA2,1,9,581692.353825802,,109.32322788238525,
L,SPEA2,1,10,722941.2759147588,,101.75458312034607,
L,SPEA2,1,11,469221.13050469966,,109.04429125785828,
L,SPEA2,1,12,470069.2191395242,,102.9295060634613,
L,SPEA2,1,13,680896.6239157122,,97.85607647895813,
L,SPEA2,1,14,793811.9947951906,,104.75512313842773,
L,SPEA2,1,15,702752.8548968338,,103.78200936317444,
L,SPEA2,1,16,690783.8980470629,,104.6178982257843,
L,SPEA2,1,17,637542.821441827,,104.34349703788757,
L,SPEA2,1,18,603094.3499513624,,106.54487538337708,
L,SPEA2,1,19,565449.0291119198,,109.87670826911926,
L,SPEA2,1,20,647333.1342149863,,106.37933945655823,
L,SPEA2,2,1,691717.5213678592,,106.75467038154602,
L,SPEA2,2,2,545810.2204569434,,106.62334275245667,
L,SPEA2,2,3,469608.54898727464,,105.99034261703491,
L,SPEA2,2,4,587993.3323997797,,102.74118518829346,
L,SPEA2,2,5,571396.5949515501,,105.37518620491028,
L,SPEA2,2,6,435517.36960940476,,107.43419528007507,
L,SPEA2,2,7,588079.6714530314,,105.60467433929443,
L,SPEA2,2,8,575890.1544238842,,99.05234408378601,
L,SPEA2,2,9,516934.95371103374,,100.82857251167297,
L,SPEA2,2,10,566964.078994684,,102.75578474998474,
L,SPEA2,2,11,491933.89833572425,,91.64556813240051,
L,SPEA2,2,12,592370.0142576367,,156.5046260356903,
L,SPEA2,2,13,629178.1219759816,,91.5750880241394,
L,SPEA2,2,14,579166.5765461235,,91.51038479804993,
L,SPEA2,2,15,564461.550492065,,91.22789001464844,
L,SPEA2,2,16,646330.8255234042,,90.73017573356628,
L,SPEA2,2,17,565452.0386886247,,176.72366976737976,
L,SPEA2,2,18,645154.0825121767,,91.26986789703369,
L,SPEA2,2,19,576222.710819973,,92.16001844406128,
L,SPEA2,2,20,615726.035816574,,91.04647183418274,
L,SPEA2,3,1,551875.3874266861,,102.56377840042114,
L,SPEA2,3,2,492245.4080178641,,103.16625833511353,
L,SPEA2,3,3,837705.1245532968,,102.51501178741455,
L,SPEA2,3,4,611120.7956018447,,104.2154381275177,
L,SPEA2,3,5,690563.5084871562,,103.23573160171509,
L,SPEA2,3,6,623034.3414446143,,104.7647979259491,
L,SPEA2,3,7,769769.3195523418,,102.90493774414062,
L,SPEA2,3,8,632994.8682806435,,103.09814167022705,
L,SPEA2,3,9,607636.573895381,,103.8437569141388,
L,SPEA2,3,10,619727.4370074442,,103.87671899795532,
L,SPEA2,3,11,575639.0748112837,,103.13590121269226,
L,SPEA2,3,12,656863.2189673635,,103.15327525138855,
L,SPEA2,3,13,585889.8185034961,,102.76995539665222,
L,SPEA2,3,14,746188.6509068463,,103.33649015426636,
L,SPEA2,3,15,498028.59452854306,,103.00868964195251,
L,SPEA2,3,16,500371.7397068575,,102.96169924736023,
L,SPEA2,3,17,634555.6760712352,,103.47024369239807,
L,SPEA2,3,18,472954.1193797988,,103.57671284675598,
L,SPEA2,3,19,671969.427942892,,102.9377851486206,
L,SPEA2,3,20,518421.53307963547,,102.70953273773193,
